,Name,Rating,Num_Ratings,Price,Id,Status,AscLoc,BusTypes,Hours,Avg_Close,Avg_Open
328,The Back Room / Grey Market Wine,5.0,1.0,1.5833333333333333,ChIJ0wy_z5eqFIgREEKVlvaq4OQ,OPERATIONAL,zWORKS,['bar'],"[['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none']]",20.59762888626525,10.003331365604092
329,Oobatz Restaurant,2.7,3.0,1.5833333333333333,ChIJhZhgnRFVE4gRUF1yqdl7Th4,OPERATIONAL,zWORKS,[],"[['00:00', 'none']]",30.0,0.0
330,Moe's Southwest Grill,4.2,294.0,1.0,ChIJ8e4guZOqFIgRDjxWS_dq0VE,OPERATIONAL,zWORKS,[],"[['11:00', '20:00'], ['11:00', '20:00'], ['11:00', '20:00'], ['11:00', '20:00'], ['11:00', '20:00'], ['11:00', '21:00'], ['11:00', '21:00']]",20.285714285714285,11.0
331,EL TORO OF ZIONSVILLE,4.3,422.0,2.0,ChIJXRL0mhFVE4gR-hvz39HVXmE,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:30'], ['11:00', '22:30']]",22.0,11.0
332,Stone Creek Dining Company - Zionsville,4.5,725.0,3.0,ChIJlXtM6uyqFIgRRxt7yCgOtt4,OPERATIONAL,zWORKS,[],"[['11:00', '20:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00']]",21.142857142857142,11.0
333,HotBox Pizza,4.1,112.0,1.0,ChIJJVy1Z5OqFIgRJW_VVcOc0e8,OPERATIONAL,zWORKS,[],"[['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '23:00'], ['11:00', '23:00']]",22.285714285714285,11.0
334,Le Peep West Carmel,4.0,120.0,2.0,ChIJmzYKaFirFIgRQ4Pd4fYzP9k,OPERATIONAL,zWORKS,[],"[['07:30', '15:00'], ['07:00', '15:00'], ['07:00', '15:00'], ['07:00', '15:00'], ['07:00', '15:00'], ['07:30', '15:00']]",15.0,7.166666666666667
335,Zionsville Nutrition Hub,5.0,3.0,1.5833333333333333,ChIJbbVONd6rFIgRhX2GlBVldgg,OPERATIONAL,zWORKS,[],"[['10:00', '15:00'], ['07:00', '18:00'], ['07:00', '18:00'], ['07:00', '18:00'], ['07:00', '18:00'], ['07:00', '18:00'], ['08:00', '15:00']]",17.142857142857142,7.571428571428571
336,Homemade Ice Cream & Bakery Café,4.1,36.0,1.5833333333333333,ChIJ20K7GhyrFIgRRQCg9poZe_Q,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '22:00'], ['10:00', '22:00']]",21.285714285714285,10.142857142857142
337,Jersey Mike's Subs,4.3,269.0,1.0,ChIJoYEIJJWqFIgR1P0WC_Cae9w,OPERATIONAL,zWORKS,['store'],"[['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00'], ['10:00', '21:00']]",21.0,10.0
338,Donatos Pizza,3.7,116.0,2.0,ChIJ779kduqqFIgRv7eLoJvFagY,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['15:00', '21:00'], ['15:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '00:00'], ['11:00', '00:00']]",21.857142857142858,12.142857142857142
339,El Rodeo,4.3,623.0,2.0,ChIJvxvj_umqFIgRt2fIKEMOnjM,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:30'], ['11:00', '22:30']]",22.0,11.0
340,Asian Kitchen & Sushi Bar,4.5,133.0,1.5833333333333333,ChIJNTBEkeqqFIgRz0f-_bZAy0c,OPERATIONAL,zWORKS,[],"[['12:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:30'], ['11:00', '21:30']]",21.166666666666668,11.166666666666666
341,Subway,3.8,57.0,1.0,ChIJvxvj_umqFIgRbzS2FgbMThg,OPERATIONAL,zWORKS,[],"[['09:30', '20:30'], ['07:30', '20:30'], ['08:30', '20:30'], ['08:30', '20:30'], ['08:30', '20:30'], ['08:30', '20:30'], ['08:30', '20:30']]",20.5,8.5
342,Wendy's,3.2,483.0,1.0,ChIJj0wH_b-qFIgRAJcABs7CU9U,OPERATIONAL,zWORKS,[],"[['06:30', '22:00'], ['06:30', '22:00'], ['06:30', '22:00'], ['06:30', '22:00'], ['06:30', '22:00'], ['06:30', '22:00'], ['06:30', '22:00']]",22.0,6.5
343,Which Wich Superior Sandwiches,4.0,68.0,1.0,ChIJLc0yLRyrFIgRRg6VoyMG7fM,OPERATIONAL,zWORKS,[],"[['11:00', '19:00'], ['11:00', '19:00'], ['11:00', '19:00'], ['11:00', '19:00'], ['11:00', '19:00'], ['11:00', '19:00'], ['11:00', '19:00']]",19.0,11.0
344,KFC,3.0,290.0,1.0,ChIJzwju-b-qFIgRDifN5iDF2Zw,CLOSED_TEMPORARILY,zWORKS,[],"[['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none']]",20.59762888626525,10.003331365604092
345,Prodigy Burger Bar,3.9,52.0,1.0,ChIJw1xQTe2rFIgR9WeZSOzMcY4,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00']]",21.285714285714285,11.0
346,Roselli's - A Chicago Pizzeria,4.4,750.0,2.0,ChIJez_BPsCqFIgRwOjwWTSTWuY,OPERATIONAL,zWORKS,[],"[['12:00', '21:00'], ['10:30', '21:00'], ['10:30', '21:00'], ['10:30', '21:00'], ['10:30', '21:00'], ['10:30', '22:00'], ['11:00', '22:00']]",21.285714285714285,10.785714285714286
347,Kolache Factory,4.1,75.0,1.0,ChIJxZQYsvKrFIgRcUQNZJB3tJs,OPERATIONAL,zWORKS,"['bakery', 'cafe', 'store']","[['07:00', '14:00'], ['06:00', '14:00'], ['06:00', '14:00'], ['06:00', '14:00'], ['06:00', '14:00'], ['06:00', '14:00'], ['06:00', '14:00']]",14.0,6.142857142857143
348,Starbucks,4.3,356.0,2.0,ChIJKVGunMCqFIgRq1IJcctLlMY,OPERATIONAL,zWORKS,"['cafe', 'store']","[['06:00', '19:00'], ['06:00', '19:00'], ['06:00', '19:00'], ['06:00', '19:00'], ['06:00', '19:00'], ['06:00', '19:00'], ['06:00', '19:00']]",19.0,6.0
349,Mobil,4.3,31.0,1.5833333333333333,ChIJ_Z5aj4arFIgRi9iXwWMb7SQ,OPERATIONAL,zWORKS,"['gas_station', 'store']","[['08:00', '17:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['07:00', '21:00']]",20.428571428571427,6.071428571428571
350,Palm Deli,4.8,21.0,1.5833333333333333,ChIJES1vXzKrFIgRtNkMSkoeS3A,OPERATIONAL,zWORKS,[],"[['08:00', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['05:30', '21:00'], ['07:00', '21:00']]",21.0,6.071428571428571
351,Hino Oishi,4.5,508.0,2.0,ChIJ8_xSUsCqFIgRID1n4Vjc58o,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00']]",21.285714285714285,11.0
352,Chuy's,4.2,827.0,2.0,ChIJQ56XiK6rFIgRH_P9NPFeQ7k,OPERATIONAL,zWORKS,[],"[['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00']]",21.285714285714285,11.0
353,Outback Steakhouse,4.0,1303.0,2.0,ChIJIUbF2yhVa4gRs6AColr0Ex0,OPERATIONAL,zWORKS,['bar'],"[['11:00', '21:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '23:00'], ['11:00', '23:00']]",22.142857142857142,11.0
354,Olive Garden Italian Restaurant,4.3,1925.0,2.0,ChIJNQYiGseqFIgRgTdkVzKCm78,OPERATIONAL,zWORKS,['bar'],"[['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '23:00'], ['11:00', '23:00']]",22.285714285714285,11.0
355,Red Robin Gourmet Burgers and Brews,3.9,1395.0,2.0,ChIJw3SPXMaqFIgRWm6082ecP3c,OPERATIONAL,zWORKS,[],"[['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '22:00'], ['11:00', '23:00'], ['11:00', '17:00']]",21.428571428571427,11.0
356,Jimmy John's,3.6,120.0,1.0,ChIJFZN0bsaqFIgRpXWP2ZuSNM0,OPERATIONAL,zWORKS,['meal_delivery'],"[['10:30', '20:00'], ['10:30', '20:00'], ['10:30', '20:00'], ['10:30', '20:00'], ['10:30', '20:00'], ['10:30', '20:00'], ['10:30', '20:00']]",20.0,10.5
357,Thai Nine Restaurant,4.9,93.0,1.5833333333333333,ChIJd_M_xterFIgR4knsCLT6xK8,OPERATIONAL,zWORKS,[],"[['12:00', '21:00'], ['11:00', '15:30'], ['16:30', '21:00'], ['11:00', '15:30'], ['16:30', '21:00'], ['11:00', '15:30'], ['16:30', '21:00'], ['11:00', '15:30'], ['16:30', '21:00'], ['11:00', '15:30'], ['16:30', '22:00'], ['11:00', '22:00']]",18.875,13.375
358,Chin's Asia Fresh,4.4,26.0,1.5833333333333333,ChIJ0_VvFASrFIgRShMN0zHDOTQ,CLOSED_TEMPORARILY,zWORKS,[],"[['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none']]",20.59762888626525,10.003331365604092
359,Burger King,3.4,307.0,1.0,ChIJBZG3AsaqFIgRMpfw_h4mEN4,CLOSED_TEMPORARILY,zWORKS,[],"[['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none'], ['none', 'none']]",20.59762888626525,10.003331365604092
