,Name,Rating,Num_Ratings,Id,Status,AscLoc,BusTypes
209,Al E. Polin Park,4.4,27.0,ChIJZXKFhz1Ra4gRx1GLSHXRMrM,OPERATIONAL,The Speak Easy,['park']
210,Virginia B. Fairbanks Art & Nature Park,4.7,1149.0,ChIJ8fddO7tWa4gRvUulNAXh4B0,OPERATIONAL,The Speak Easy,['park']
211,Frederick Douglass Park,4.3,346.0,ChIJ_wzP6qdRa4gRurt9BbN6Lxs,OPERATIONAL,The Speak Easy,['park']
212,Barton Park,4.1,38.0,ChIJE11jMiRRa4gRsuqvnQCAkME,OPERATIONAL,The Speak Easy,['park']
213,Watkins Park,4.3,313.0,ChIJ-Y0LiitRa4gRgOBTcd66lH0,OPERATIONAL,The Speak Easy,['park']
214,Lake Sullivan,5.0,5.0,ChIJ5TTHF5RWa4gRugEC9xju4us,OPERATIONAL,The Speak Easy,['park']
215,Herron-Morton Place Park,4.8,66.0,ChIJyXdEM-BQa4gRDzfj1lxfo64,OPERATIONAL,The Speak Easy,['park']
216,Wes Montgomery Park,3.9,392.0,ChIJMWx84hNOa4gR2wWBl-i9ZnM,OPERATIONAL,The Speak Easy,['park']
217,JTV Hill Park,4.3,95.0,ChIJHaX5qf9Qa4gRvKeMbAOhp7Q,OPERATIONAL,The Speak Easy,['park']
218,St Rita Catholic Church,4.7,40.0,ChIJC9a1hv9Qa4gRLXP41Vm2JT0,OPERATIONAL,The Speak Easy,"['church', 'place_of_worship']"
219,Landmark for Peace Memorial,4.7,116.0,ChIJM8yFEONQa4gRVolTWi1HMg8,OPERATIONAL,The Speak Easy,['park']
220,Riverside Park,4.4,370.0,ChIJj2IUG9xWa4gR96QpGaYwUvg,OPERATIONAL,The Speak Easy,['park']
221,Frank & Judy O'Bannon Soccer Park,4.4,165.0,ChIJD6i5p_tQa4gRDm6gL7nbDSI,OPERATIONAL,The Speak Easy,['park']
222,Riverside Park Master Plan,3.8,4.0,ChIJ__-_zN1Wa4gRy0MOvNFSr5I,OPERATIONAL,The Speak Easy,['park']
223,Indianapolis Parks & Rec Department,4.0,29.0,ChIJJxyCNLpQa4gRG65RExRi_Fo,OPERATIONAL,The Speak Easy,['park']
224,Thomas Taggart Memorial,4.5,6.0,ChIJxbURd95Wa4gRvgExoYZH3U8,OPERATIONAL,The Speak Easy,[]
225,Pogues Run Art and Nature Park,4.2,166.0,ChIJE48uKC9Oa4gRsXrNtnLjvcE,OPERATIONAL,The Speak Easy,['park']
226,Brookside Park,4.0,1005.0,ChIJ4a2Q6EtQa4gR4jt3meYut9k,OPERATIONAL,The Speak Easy,['park']
227,Hopwood Cellars Winery,4.7,95.0,ChIJYcyNqWRVE4gRM9gFRw7PhXk,OPERATIONAL,zWORKS,[]
228,Lincoln Park,4.7,21.0,ChIJZbckuWRVE4gRGz1WqaRRgj8,OPERATIONAL,zWORKS,['park']
229,Creekside Nature Park,4.7,43.0,ChIJwV9TsmNVE4gRTrvEqn-AV1A,OPERATIONAL,zWORKS,['park']
230,Zionsville Parks & Recreation,4.3,6.0,ChIJh8U3EBNVE4gRZErQ5pdSTWg,OPERATIONAL,zWORKS,['park']
231,Starkey Park,4.8,173.0,ChIJT9E550FVE4gRPku6q6xaak8,OPERATIONAL,zWORKS,['park']
232,AFCA Antique Fan Museum,4.8,32.0,ChIJh7v1QJiqFIgRIgvhfG8kM3I,OPERATIONAL,zWORKS,['museum']
233,Turkeyfoot Nature Park,4.7,50.0,ChIJaRCdvppVE4gRvrYOU_xVeA4,OPERATIONAL,zWORKS,['park']
234,Mulberry Fields,4.7,187.0,ChIJQcQU96dVE4gR2Di0V2a8vLQ,OPERATIONAL,zWORKS,['park']
235,Jill Perelman Pavilion,4.8,17.0,ChIJf0_cYIirFIgRu0HbeMCv8Nw,OPERATIONAL,zWORKS,['park']
236,West Park,4.7,485.0,ChIJH00vfAarFIgR-C_r9sAiX2k,CLOSED_TEMPORARILY,zWORKS,['park']
237,Hamilton County Parks,4.7,19.0,ChIJz5YYDAurFIgR7XERkfH4tk0,OPERATIONAL,zWORKS,['park']
238,Coxhall Gardens,4.7,668.0,ChIJDVFl8wqrFIgRYSvdHTFkw-c,OPERATIONAL,zWORKS,['park']
